Time,	1.1_Topic 1.1,	1.1_RawVal,	1.1_Scale_Factor,	1.1_ScaledVal,	1.2Topic 1.2,	1.2_RawVal,	1.2_Scale_Factor,	1.2_ScaledVal,	2.1_Topic 2.1,	2.1_RawVal,	2.1_Scale_Factor,	2.1_ScaledVal,	2.2_Topic 2.2,	2.2_RawVal,	2.2_Scale_Factor,	2.2_ScaledVal,
1652372787443,	Topic 1.1,	3080235,	2,	6160470.0,	Topic 1.2,	3014704,	1,	3014704.0,	Topic 2.1,	3080235,	0.5,	1540117.5,	Topic 2.2,	3014704,	1.5,	4522056.0,	
1652372787544,	Topic 1.1,	2818093,	2,	5636186.0,	Topic 1.2,	2818094,	1,	2818094.0,	Topic 2.1,	2818093,	0.5,	1409046.5,	Topic 2.2,	2818094,	1.5,	4227141.0,	
1652372787645,	Topic 1.1,	3145773,	2,	6291546.0,	Topic 1.2,	3014701,	1,	3014701.0,	Topic 2.1,	3145773,	0.5,	1572886.5,	Topic 2.2,	3014701,	1.5,	4522051.5,	
1652372787747,	Topic 1.1,	2949162,	2,	5898324.0,	Topic 1.2,	3080234,	1,	3080234.0,	Topic 2.1,	2949162,	0.5,	1474581.0,	Topic 2.2,	3080234,	1.5,	4620351.0,	
1652372787848,	Topic 1.1,	3080236,	2,	6160472.0,	Topic 1.2,	2818091,	1,	2818091.0,	Topic 2.1,	3080236,	0.5,	1540118.0,	Topic 2.2,	2818091,	1.5,	4227136.5,	
1652372787949,	Topic 1.1,	3080237,	2,	6160474.0,	Topic 1.2,	2818093,	1,	2818093.0,	Topic 2.1,	3080237,	0.5,	1540118.5,	Topic 2.2,	2818093,	1.5,	4227139.5,	
1652372788051,	Topic 1.1,	3014699,	2,	6029398.0,	Topic 1.2,	2687021,	1,	2687021.0,	Topic 2.1,	3014699,	0.5,	1507349.5,	Topic 2.2,	2687021,	1.5,	4030531.5,	
1652372788152,	Topic 1.1,	3080234,	2,	6160468.0,	Topic 1.2,	3014701,	1,	3014701.0,	Topic 2.1,	3080234,	0.5,	1540117.0,	Topic 2.2,	3014701,	1.5,	4522051.5,	
1652372788253,	Topic 1.1,	3014701,	2,	6029402.0,	Topic 1.2,	3080240,	1,	3080240.0,	Topic 2.1,	3014701,	0.5,	1507350.5,	Topic 2.2,	3080240,	1.5,	4620360.0,	
1652372788256,	Topic 1.1,	2687021,	2,	5374042.0,	Topic 1.2,	3145770,	1,	3145770.0,	Topic 2.1,	2687021,	0.5,	1343510.5,	Topic 2.2,	3145770,	1.5,	4718655.0,	
1652372788356,	Topic 1.1,	3145772,	2,	6291544.0,	Topic 1.2,	3145774,	1,	3145774.0,	Topic 2.1,	3145772,	0.5,	1572886.0,	Topic 2.2,	3145774,	1.5,	4718661.0,	
1652372788457,	Topic 1.1,	2949168,	2,	5898336.0,	Topic 1.2,	2883628,	1,	2883628.0,	Topic 2.1,	2949168,	0.5,	1474584.0,	Topic 2.2,	2883628,	1.5,	4325442.0,	
1652372788558,	Topic 1.1,	2883629,	2,	5767258.0,	Topic 1.2,	2752551,	1,	2752551.0,	Topic 2.1,	2883629,	0.5,	1441814.5,	Topic 2.2,	2752551,	1.5,	4128826.5,	
1652372788659,	Topic 1.1,	2949161,	2,	5898322.0,	Topic 1.2,	3080238,	1,	3080238.0,	Topic 2.1,	2949161,	0.5,	1474580.5,	Topic 2.2,	3080238,	1.5,	4620357.0,	
1652372788761,	Topic 1.1,	2687022,	2,	5374044.0,	Topic 1.2,	3145776,	1,	3145776.0,	Topic 2.1,	2687022,	0.5,	1343511.0,	Topic 2.2,	3145776,	1.5,	4718664.0,	
1652372788862,	Topic 1.1,	3014704,	2,	6029408.0,	Topic 1.2,	2818089,	1,	2818089.0,	Topic 2.1,	3014704,	0.5,	1507352.0,	Topic 2.2,	2818089,	1.5,	4227133.5,	
1652372788963,	Topic 1.1,	3014701,	2,	6029402.0,	Topic 1.2,	2818091,	1,	2818091.0,	Topic 2.1,	3014701,	0.5,	1507350.5,	Topic 2.2,	2818091,	1.5,	4227136.5,	
1652372789064,	Topic 1.1,	2818091,	2,	5636182.0,	Topic 1.2,	3211311,	1,	3211311.0,	Topic 2.1,	2818091,	0.5,	1409045.5,	Topic 2.2,	3211311,	1.5,	4816966.5,	
1652372789165,	Topic 1.1,	3014702,	2,	6029404.0,	Topic 1.2,	3014697,	1,	3014697.0,	Topic 2.1,	3014702,	0.5,	1507351.0,	Topic 2.2,	3014697,	1.5,	4522045.5,	
1652372789267,	Topic 1.1,	2883631,	2,	5767262.0,	Topic 1.2,	3014706,	1,	3014706.0,	Topic 2.1,	2883631,	0.5,	1441815.5,	Topic 2.2,	3014706,	1.5,	4522059.0,	
1652372789368,	Topic 1.1,	2752553,	2,	5505106.0,	Topic 1.2,	3080237,	1,	3080237.0,	Topic 2.1,	2752553,	0.5,	1376276.5,	Topic 2.2,	3080237,	1.5,	4620355.5,	
1652372789470,	Topic 1.1,	2883631,	2,	5767262.0,	Topic 1.2,	2883629,	1,	2883629.0,	Topic 2.1,	2883631,	0.5,	1441815.5,	Topic 2.2,	2883629,	1.5,	4325443.5,	
1652372789570,	Topic 1.1,	2818092,	2,	5636184.0,	Topic 1.2,	2949164,	1,	2949164.0,	Topic 2.1,	2818092,	0.5,	1409046.0,	Topic 2.2,	2949164,	1.5,	4423746.0,	
1652372789671,	Topic 1.1,	2818092,	2,	5636184.0,	Topic 1.2,	3014703,	1,	3014703.0,	Topic 2.1,	2818092,	0.5,	1409046.0,	Topic 2.2,	3014703,	1.5,	4522054.5,	
1652372789773,	Topic 1.1,	3014702,	2,	6029404.0,	Topic 1.2,	3014701,	1,	3014701.0,	Topic 2.1,	3014702,	0.5,	1507351.0,	Topic 2.2,	3014701,	1.5,	4522051.5,	
1652372789874,	Topic 1.1,	3014699,	2,	6029398.0,	Topic 1.2,	2752557,	1,	2752557.0,	Topic 2.1,	3014699,	0.5,	1507349.5,	Topic 2.2,	2752557,	1.5,	4128835.5,	
1652372789976,	Topic 1.1,	3014701,	2,	6029402.0,	Topic 1.2,	3080238,	1,	3080238.0,	Topic 2.1,	3014701,	0.5,	1507350.5,	Topic 2.2,	3080238,	1.5,	4620357.0,	
1652372790077,	Topic 1.1,	3014702,	2,	6029404.0,	Topic 1.2,	2883632,	1,	2883632.0,	Topic 2.1,	3014702,	0.5,	1507351.0,	Topic 2.2,	2883632,	1.5,	4325448.0,	
1652372790178,	Topic 1.1,	3014703,	2,	6029406.0,	Topic 1.2,	3145771,	1,	3145771.0,	Topic 2.1,	3014703,	0.5,	1507351.5,	Topic 2.2,	3145771,	1.5,	4718656.5,	
1652372790280,	Topic 1.1,	2883628,	2,	5767256.0,	Topic 1.2,	2949162,	1,	2949162.0,	Topic 2.1,	2883628,	0.5,	1441814.0,	Topic 2.2,	2949162,	1.5,	4423743.0,	
1652372790380,	Topic 1.1,	3014701,	2,	6029402.0,	Topic 1.2,	3014697,	1,	3014697.0,	Topic 2.1,	3014701,	0.5,	1507350.5,	Topic 2.2,	3014697,	1.5,	4522045.5,	
1652372790482,	Topic 1.1,	3080235,	2,	6160470.0,	Topic 1.2,	2949165,	1,	2949165.0,	Topic 2.1,	3080235,	0.5,	1540117.5,	Topic 2.2,	2949165,	1.5,	4423747.5,	
1652372790583,	Topic 1.1,	3211309,	2,	6422618.0,	Topic 1.2,	2883631,	1,	2883631.0,	Topic 2.1,	3211309,	0.5,	1605654.5,	Topic 2.2,	2883631,	1.5,	4325446.5,	
1652372790684,	Topic 1.1,	2818091,	2,	5636182.0,	Topic 1.2,	2818095,	1,	2818095.0,	Topic 2.1,	2818091,	0.5,	1409045.5,	Topic 2.2,	2818095,	1.5,	4227142.5,	
1652372790786,	Topic 1.1,	2949166,	2,	5898332.0,	Topic 1.2,	3014703,	1,	3014703.0,	Topic 2.1,	2949166,	0.5,	1474583.0,	Topic 2.2,	3014703,	1.5,	4522054.5,	
1652372790888,	Topic 1.1,	3014701,	2,	6029402.0,	Topic 1.2,	2818090,	1,	2818090.0,	Topic 2.1,	3014701,	0.5,	1507350.5,	Topic 2.2,	2818090,	1.5,	4227135.0,	
1652372790988,	Topic 1.1,	2949165,	2,	5898330.0,	Topic 1.2,	2752559,	1,	2752559.0,	Topic 2.1,	2949165,	0.5,	1474582.5,	Topic 2.2,	2752559,	1.5,	4128838.5,	
1652372791090,	Topic 1.1,	2949166,	2,	5898332.0,	Topic 1.2,	3145768,	1,	3145768.0,	Topic 2.1,	2949166,	0.5,	1474583.0,	Topic 2.2,	3145768,	1.5,	4718652.0,	
1652372791191,	Topic 1.1,	2883631,	2,	5767262.0,	Topic 1.2,	3080238,	1,	3080238.0,	Topic 2.1,	2883631,	0.5,	1441815.5,	Topic 2.2,	3080238,	1.5,	4620357.0,	
